Deal [id=3138525, userName= alexpro, direction=Short, asset=EURGBP, volume=16801.5, pNl=null, openDate=Tue Mar 03 07:27:03 IST 2015, closeDate=Tue Mar 03 18:17:26 IST 2015, lockedVolume=0.0]
Deal [id=3218695, userName= alexpro, direction=Long, asset=GBPJPY, volume=74257.5, pNl=null, openDate=Thu Mar 26 15:48:57 IST 2015, closeDate=Fri Mar 27 10:45:06 IDT 2015, lockedVolume=0.0]
Deal [id=3219020, userName= alexpro, direction=Long, asset=GBPCAD, volume=74275.0, pNl=null, openDate=Thu Mar 26 17:09:14 IST 2015, closeDate=Fri Mar 27 09:50:47 IDT 2015, lockedVolume=0.0]
Deal [id=3219772, userName= alexpro, direction=Long, asset=GBPCAD, volume=74245.0, pNl=null, openDate=Thu Mar 26 20:19:10 IST 2015, closeDate=Thu Mar 26 21:57:15 IST 2015, lockedVolume=0.0]
Deal [id=3220591, userName= alexpro, direction=Short, asset=USDJPY, volume=100000.0, pNl=null, openDate=Fri Mar 27 06:52:41 IDT 2015, closeDate=Mon Mar 30 07:27:31 IDT 2015, lockedVolume=0.0]
Deal [id=3220636, userName= alexpro, direction=Long, asset=NZDUSD, volume=37901.5, pNl=null, openDate=Fri Mar 27 06:59:56 IDT 2015, closeDate=Mon Mar 30 00:06:24 IDT 2015, lockedVolume=0.0]
Deal [id=3220754, userName= alexpro, direction=Short, asset=USDCAD, volume=100000.0, pNl=null, openDate=Fri Mar 27 07:27:47 IDT 2015, closeDate=Thu Apr 02 06:47:03 IDT 2015, lockedVolume=0.0]
Deal [id=3220831, userName= alexpro, direction=Long, asset=GBPUSD, volume=74112.5, pNl=null, openDate=Fri Mar 27 07:31:02 IDT 2015, closeDate=Fri Mar 27 07:48:17 IDT 2015, lockedVolume=0.0]
Deal [id=3221614, userName= alexpro, direction=Short, asset=AUDNZD, volume=38967.5, pNl=null, openDate=Fri Mar 27 09:03:26 IDT 2015, closeDate=Fri Mar 27 13:50:22 IDT 2015, lockedVolume=0.0]
Deal [id=3223018, userName= alexpro, direction=Short, asset=NZDJPY, volume=37889.5, pNl=null, openDate=Fri Mar 27 13:06:34 IDT 2015, closeDate=Fri Mar 27 15:56:57 IDT 2015, lockedVolume=0.0]
Deal [id=3223247, userName= alexpro, direction=Short, asset=XAUUSD, volume=59812.0, pNl=null, openDate=Fri Mar 27 13:41:05 IDT 2015, closeDate=Fri Mar 27 14:10:52 IDT 2015, lockedVolume=0.0]
Deal [id=3223907, userName= alexpro, direction=Long, asset=EURUSD, volume=54502.5, pNl=null, openDate=Fri Mar 27 16:00:26 IDT 2015, closeDate=Fri Mar 27 16:11:26 IDT 2015, lockedVolume=0.0]
Deal [id=3225591, userName= alexpro, direction=Short, asset=EURUSD, volume=54377.5, pNl=null, openDate=Mon Mar 30 06:19:41 IDT 2015, closeDate=Mon Mar 30 07:02:44 IDT 2015, lockedVolume=0.0]
Deal [id=3225804, userName= alexpro, direction=Long, asset=USDJPY, volume=100000.0, pNl=null, openDate=Mon Mar 30 07:03:22 IDT 2015, closeDate=Mon Mar 30 08:32:14 IDT 2015, lockedVolume=0.0]
Deal [id=3226065, userName= alexpro, direction=Long, asset=EURJPY, volume=108320.0, pNl=null, openDate=Mon Mar 30 07:35:01 IDT 2015, closeDate=Mon Mar 30 08:31:46 IDT 2015, lockedVolume=0.0]
Deal [id=3226273, userName= alexpro, direction=Short, asset=AUDUSD, volume=76890.0, pNl=null, openDate=Mon Mar 30 08:06:31 IDT 2015, closeDate=Mon Mar 30 11:13:53 IDT 2015, lockedVolume=0.0]
Deal [id=3226408, userName= alexpro, direction=Short, asset=EURUSD, volume=542400.0, pNl=null, openDate=Mon Mar 30 08:21:08 IDT 2015, closeDate=Tue Mar 31 04:00:14 IDT 2015, lockedVolume=0.0]
Deal [id=3226443, userName= alexpro, direction=Long, asset=AUDJPY, volume=76925.0, pNl=null, openDate=Mon Mar 30 08:25:22 IDT 2015, closeDate=Thu Apr 02 06:46:59 IDT 2015, lockedVolume=0.0]
Deal [id=3226712, userName= alexpro, direction=Short, asset=GBPUSD, volume=74320.0, pNl=null, openDate=Mon Mar 30 09:13:16 IDT 2015, closeDate=Mon Mar 30 09:36:26 IDT 2015, lockedVolume=0.0]
Deal [id=3228780, userName= alexpro, direction=Short, asset=AUDUSD, volume=38220.0, pNl=null, openDate=Mon Mar 30 15:06:50 IDT 2015, closeDate=Tue Mar 31 04:02:17 IDT 2015, lockedVolume=0.0]
Deal [id=3229045, userName= alexpro, direction=Short, asset=EURJPY, volume=54090.0, pNl=null, openDate=Mon Mar 30 16:05:01 IDT 2015, closeDate=Tue Mar 31 06:25:22 IDT 2015, lockedVolume=0.0]
Deal [id=3229097, userName= alexpro, direction=Short, asset=EURJPY, volume=54102.5, pNl=null, openDate=Mon Mar 30 16:18:33 IDT 2015, closeDate=Tue Mar 31 04:11:49 IDT 2015, lockedVolume=0.0]
Deal [id=3229199, userName= alexpro, direction=Long, asset=USDCAD, volume=500000.0, pNl=null, openDate=Mon Mar 30 17:02:51 IDT 2015, closeDate=Tue Mar 31 06:26:55 IDT 2015, lockedVolume=0.0]
Deal [id=3230614, userName= alexpro, direction=Short, asset=GBPUSD, volume=73855.0, pNl=null, openDate=Tue Mar 31 07:16:40 IDT 2015, closeDate=Tue Mar 31 11:02:12 IDT 2015, lockedVolume=0.0]
Deal [id=3230863, userName= alexpro, direction=Short, asset=EURJPY, volume=107575.0, pNl=null, openDate=Tue Mar 31 07:51:55 IDT 2015, closeDate=Tue Mar 31 07:57:08 IDT 2015, lockedVolume=0.0]
Deal [id=3231815, userName= alexpro, direction=Long, asset=USDJPY, volume=100000.0, pNl=null, openDate=Tue Mar 31 09:58:22 IDT 2015, closeDate=Wed Apr 01 00:57:17 IDT 2015, lockedVolume=0.0]
Deal [id=3232341, userName= alexpro, direction=Short, asset=EURNZD, volume=214920.0, pNl=null, openDate=Tue Mar 31 11:51:55 IDT 2015, closeDate=Tue Mar 31 00:17:15 IDT 2015, lockedVolume=0.0]
Deal [id=3232374, userName= alexpro, direction=Short, asset=GBPUSD, volume=147830.0, pNl=null, openDate=Tue Mar 31 11:54:13 IDT 2015, closeDate=Wed Apr 01 08:47:59 IDT 2015, lockedVolume=0.0]
Deal [id=3235115, userName= alexpro, direction=Long, asset=GBPUSD, volume=297000.0, pNl=null, openDate=Wed Apr 01 06:57:38 IDT 2015, closeDate=Wed Apr 01 08:38:40 IDT 2015, lockedVolume=0.0]
Deal [id=3235628, userName= alexpro, direction=Long, asset=AUDUSD, volume=37992.5, pNl=null, openDate=Wed Apr 01 08:33:03 IDT 2015, closeDate=Wed Apr 01 08:34:17 IDT 2015, lockedVolume=0.0]
Deal [id=3236429, userName= alexpro, direction=Short, asset=EURNZD, volume=214990.0, pNl=null, openDate=Wed Apr 01 10:15:19 IDT 2015, closeDate=Fri Apr 03 00:30:07 IDT 2015, lockedVolume=0.0]
Deal [id=3238514, userName= alexpro, direction=Short, asset=OILUSD, volume=977000.0, pNl=null, openDate=Wed Apr 01 14:59:29 IDT 2015, closeDate=Wed Apr 01 17:00:56 IDT 2015, lockedVolume=0.0]
Deal [id=3241446, userName= alexpro, direction=Long, asset=USDJPY, volume=150000.0, pNl=null, openDate=Thu Apr 02 00:05:42 IDT 2015, closeDate=Thu Apr 02 00:34:13 IDT 2015, lockedVolume=0.0]
Deal [id=3240249, userName= alexpro, direction=Long, asset=OILUSD, volume=249200.0, pNl=null, openDate=Thu Apr 02 08:06:37 IDT 2015, closeDate=Thu Apr 02 11:05:00 IDT 2015, lockedVolume=0.0]
Deal [id=3240264, userName= alexpro, direction=Long, asset=AUDUSD, volume=189825.0, pNl=null, openDate=Thu Apr 02 08:09:52 IDT 2015, closeDate=Fri Apr 03 11:48:40 IDT 2015, lockedVolume=0.0]
Deal [id=3240299, userName= alexpro, direction=Long, asset=GBPUSD, volume=371250.0, pNl=null, openDate=Thu Apr 02 08:19:14 IDT 2015, closeDate=Fri Apr 03 00:30:42 IDT 2015, lockedVolume=0.0]
Deal [id=3240306, userName= alexpro, direction=Long, asset=EURUSD, volume=270675.0, pNl=null, openDate=Thu Apr 02 08:20:45 IDT 2015, closeDate=Thu Apr 02 00:51:23 IDT 2015, lockedVolume=0.0]
Deal [id=3241189, userName= alexpro, direction=Short, asset=OILUSD, volume=489500.0, pNl=null, openDate=Thu Apr 02 11:05:12 IDT 2015, closeDate=Mon Apr 20 20:00:57 IDT 2015, lockedVolume=0.0]
Deal [id=3243268, userName= alexpro, direction=Long, asset=USDCAD, volume=150000.0, pNl=null, openDate=Thu Apr 02 18:14:17 IDT 2015, closeDate=Fri Apr 03 00:30:13 IDT 2015, lockedVolume=0.0]
Deal [id=3244644, userName= alexpro, direction=Long, asset=EURUSD, volume=818962.5, pNl=null, openDate=Fri Apr 03 00:16:49 IDT 2015, closeDate=Fri Apr 03 00:30:47 IDT 2015, lockedVolume=0.0]
Deal [id=3244628, userName= alexpro, direction=Long, asset=EURUSD, volume=273000.0, pNl=null, openDate=Fri Apr 03 00:16:49 IDT 2015, closeDate=Fri Apr 03 00:30:47 IDT 2015, lockedVolume=0.0]
Deal [id=3245229, userName= alexpro, direction=Long, asset=GBPUSD, volume=372862.5, pNl=null, openDate=Fri Apr 03 00:30:42 IDT 2015, closeDate=Fri Apr 03 00:48:45 IDT 2015, lockedVolume=0.0]
Deal [id=3247407, userName= alexpro, direction=Short, asset=GBPCAD, volume=223792.5, pNl=null, openDate=Sun Apr 05 22:54:56 IDT 2015, closeDate=Mon Apr 06 10:22:27 IDT 2015, lockedVolume=0.0]
Deal [id=3247978, userName= alexpro, direction=Short, asset=XAUUSD, volume=183310.5, pNl=null, openDate=Mon Apr 06 07:44:48 IDT 2015, closeDate=Tue Apr 07 00:19:07 IDT 2015, lockedVolume=0.0]
Deal [id=3251926, userName= alexpro, direction=Long, asset=USDJPY, volume=150000.0, pNl=null, openDate=Tue Apr 07 08:06:59 IDT 2015, closeDate=Tue Apr 07 00:45:50 IDT 2015, lockedVolume=0.0]
Deal [id=3252202, userName= alexpro, direction=Long, asset=USDCHF, volume=150000.0, pNl=null, openDate=Tue Apr 07 08:30:43 IDT 2015, closeDate=Tue Apr 07 20:10:37 IDT 2015, lockedVolume=0.0]
Deal [id=3252323, userName= alexpro, direction=Short, asset=GBPUSD, volume=222855.0, pNl=null, openDate=Tue Apr 07 08:38:14 IDT 2015, closeDate=Tue Apr 07 18:10:41 IDT 2015, lockedVolume=0.0]
Deal [id=3254065, userName= alexpro, direction=Long, asset=OILUSD, volume=527100.0, pNl=null, openDate=Tue Apr 07 14:51:16 IDT 2015, closeDate=Wed Apr 15 07:39:33 IDT 2015, lockedVolume=0.0]
Deal [id=3257603, userName= alexpro, direction=Long, asset=EURJPY, volume=216910.0, pNl=null, openDate=Wed Apr 08 14:03:47 IDT 2015, closeDate=Fri Apr 24 08:25:25 IDT 2015, lockedVolume=0.0]
Deal [id=3259597, userName= alexpro, direction=Short, asset=EURUSD, volume=215510.0, pNl=null, openDate=Wed Apr 08 18:37:35 IDT 2015, closeDate=Thu Apr 09 05:46:26 IDT 2015, lockedVolume=0.0]
Deal [id=3260794, userName= alexpro, direction=Short, asset=EURUSD, volume=1073250.0, pNl=null, openDate=Thu Apr 09 07:44:49 IDT 2015, closeDate=Thu Apr 09 13:43:49 IDT 2015, lockedVolume=0.0]
Deal [id=3261366, userName= alexpro, direction=Long, asset=EURJPY, volume=214900.0, pNl=null, openDate=Thu Apr 09 09:29:20 IDT 2015, closeDate=Thu Apr 23 09:32:20 IDT 2015, lockedVolume=0.0]
Deal [id=3261688, userName= alexpro, direction=Short, asset=EURGBP, volume=1074550.0, pNl=null, openDate=Thu Apr 09 10:37:51 IDT 2015, closeDate=Thu Apr 09 14:17:52 IDT 2015, lockedVolume=0.0]
Deal [id=3264044, userName= alexpro, direction=Short, asset=USDCAD, volume=150000.0, pNl=null, openDate=Thu Apr 09 18:29:09 IDT 2015, closeDate=Fri Apr 10 08:37:08 IDT 2015, lockedVolume=0.0]
Deal [id=3264269, userName= alexpro, direction=Short, asset=OILUSD, volume=75810.0, pNl=null, openDate=Thu Apr 09 20:18:10 IDT 2015, closeDate=Fri Apr 10 09:59:01 IDT 2015, lockedVolume=0.0]
Deal [id=3267074, userName= alexpro, direction=Short, asset=USDCAD, volume=500000.0, pNl=null, openDate=Fri Apr 10 00:30:04 IDT 2015, closeDate=Fri Apr 10 13:23:48 IDT 2015, lockedVolume=0.0]
Deal [id=3265429, userName= alexpro, direction=Short, asset=EURJPY, volume=424320.0, pNl=null, openDate=Fri Apr 10 07:51:59 IDT 2015, closeDate=Fri Apr 10 08:57:35 IDT 2015, lockedVolume=0.0]
Deal [id=3268848, userName= alexpro, direction=Long, asset=EURUSD, volume=159030.0, pNl=null, openDate=Mon Apr 13 06:09:35 IDT 2015, closeDate=Mon Apr 13 07:48:54 IDT 2015, lockedVolume=0.0]
Deal [id=3269388, userName= alexpro, direction=Short, asset=EURUSD, volume=211380.0, pNl=null, openDate=Mon Apr 13 07:57:28 IDT 2015, closeDate=Tue Apr 14 00:33:16 IDT 2015, lockedVolume=0.0]
Deal [id=3269405, userName= alexpro, direction=Short, asset=EURJPY, volume=528225.0, pNl=null, openDate=Mon Apr 13 07:59:04 IDT 2015, closeDate=Mon Apr 13 09:05:38 IDT 2015, lockedVolume=0.0]
Deal [id=3269410, userName= alexpro, direction=Short, asset=EURUSD, volume=316905.0, pNl=null, openDate=Mon Apr 13 07:59:38 IDT 2015, closeDate=Mon Apr 13 13:06:56 IDT 2015, lockedVolume=0.0]
Deal [id=3269549, userName= alexpro, direction=Short, asset=EURAUD, volume=264275.0, pNl=null, openDate=Mon Apr 13 08:18:40 IDT 2015, closeDate=Mon Apr 13 10:21:24 IDT 2015, lockedVolume=0.0]
Deal [id=3270373, userName= alexpro, direction=Long, asset=GBPCAD, volume=730300.0, pNl=null, openDate=Mon Apr 13 10:27:27 IDT 2015, closeDate=Mon Apr 13 00:21:39 IDT 2015, lockedVolume=0.0]
Deal [id=3271456, userName= alexpro, direction=Short, asset=OILUSD, volume=78810.0, pNl=null, openDate=Mon Apr 13 13:52:15 IDT 2015, closeDate=Mon Apr 13 14:15:59 IDT 2015, lockedVolume=0.0]
Deal [id=3272177, userName= alexpro, direction=Short, asset=EURJPY, volume=634890.0, pNl=null, openDate=Mon Apr 13 17:04:03 IDT 2015, closeDate=Mon Apr 13 17:33:48 IDT 2015, lockedVolume=0.0]
Deal [id=3272317, userName= alexpro, direction=Short, asset=GBPUSD, volume=733300.0, pNl=null, openDate=Mon Apr 13 18:02:27 IDT 2015, closeDate=Tue Apr 14 05:30:45 IDT 2015, lockedVolume=0.0]
Deal [id=3272326, userName= alexpro, direction=Short, asset=OILUSD, volume=78345.0, pNl=null, openDate=Mon Apr 13 18:03:25 IDT 2015, closeDate=Mon Apr 20 20:00:36 IDT 2015, lockedVolume=0.0]
Deal [id=3274971, userName= alexpro, direction=Short, asset=EURUSD, volume=530075.0, pNl=null, openDate=Tue Apr 14 00:31:45 IDT 2015, closeDate=Wed Apr 15 09:43:28 IDT 2015, lockedVolume=0.0]
Deal [id=3273797, userName= alexpro, direction=Long, asset=GBPUSD, volume=732950.0, pNl=null, openDate=Tue Apr 14 08:29:45 IDT 2015, closeDate=Tue Apr 14 08:30:08 IDT 2015, lockedVolume=0.0]
Deal [id=3276009, userName= alexpro, direction=Short, asset=EURJPY, volume=267362.5, pNl=null, openDate=Tue Apr 14 14:29:43 IDT 2015, closeDate=Tue Apr 14 21:09:15 IDT 2015, lockedVolume=0.0]
Deal [id=3278545, userName= alexpro, direction=Short, asset=OILUSD, volume=538200.0, pNl=null, openDate=Wed Apr 15 10:43:54 IDT 2015, closeDate=Wed Apr 15 11:13:48 IDT 2015, lockedVolume=0.0]
Deal [id=3279635, userName= alexpro, direction=Long, asset=EURUSD, volume=212660.0, pNl=null, openDate=Wed Apr 15 13:10:50 IDT 2015, closeDate=Wed Apr 15 13:31:25 IDT 2015, lockedVolume=0.0]
Deal [id=3279976, userName= alexpro, direction=Long, asset=GBPUSD, volume=296010.0, pNl=null, openDate=Wed Apr 15 13:33:09 IDT 2015, closeDate=Wed Apr 15 17:01:22 IDT 2015, lockedVolume=0.0]
Deal [id=3280686, userName= alexpro, direction=Long, asset=OILUSD, volume=545600.0, pNl=null, openDate=Wed Apr 15 14:30:20 IDT 2015, closeDate=Wed Apr 15 15:23:32 IDT 2015, lockedVolume=0.0]
Deal [id=3280779, userName= alexpro, direction=Short, asset=NZDUSD, volume=377305.0, pNl=null, openDate=Wed Apr 15 14:40:00 IDT 2015, closeDate=Wed Apr 15 15:53:52 IDT 2015, lockedVolume=0.0]
Deal [id=3281216, userName= alexpro, direction=Long, asset=OILUSD, volume=554700.0, pNl=null, openDate=Wed Apr 15 15:33:15 IDT 2015, closeDate=Thu Apr 16 10:26:06 IDT 2015, lockedVolume=0.0]
Deal [id=3283798, userName= alexpro, direction=Short, asset=EURUSD, volume=531825.0, pNl=null, openDate=Thu Apr 16 07:54:31 IDT 2015, closeDate=Thu May 07 00:00:34 IDT 2015, lockedVolume=0.0]
Deal [id=3284488, userName= alexpro, direction=Short, asset=NZDUSD, volume=381105.0, pNl=null, openDate=Thu Apr 16 10:14:48 IDT 2015, closeDate=Thu Apr 16 10:43:28 IDT 2015, lockedVolume=0.0]
Deal [id=3284781, userName= alexpro, direction=Long, asset=OILUSD, volume=666720.0, pNl=null, openDate=Thu Apr 16 10:53:07 IDT 2015, closeDate=Thu Apr 16 18:01:05 IDT 2015, lockedVolume=0.0]
Deal [id=3285987, userName= alexpro, direction=Short, asset=EURJPY, volume=857360.0, pNl=null, openDate=Thu Apr 16 14:02:48 IDT 2015, closeDate=Thu Apr 16 14:10:22 IDT 2015, lockedVolume=0.0]
Deal [id=3286847, userName= alexpro, direction=Short, asset=EURJPY, volume=859840.0, pNl=null, openDate=Thu Apr 16 17:31:06 IDT 2015, closeDate=Thu Apr 16 20:53:00 IDT 2015, lockedVolume=0.0]
Deal [id=3289803, userName= alexpro, direction=Short, asset=EURCAD, volume=1082300.0, pNl=null, openDate=Fri Apr 17 00:30:02 IDT 2015, closeDate=Fri Apr 17 00:31:07 IDT 2015, lockedVolume=0.0]
Deal [id=3287713, userName= alexpro, direction=Long, asset=OILUSD, volume=562200.0, pNl=null, openDate=Fri Apr 17 04:05:17 IDT 2015, closeDate=Fri Apr 17 07:33:50 IDT 2015, lockedVolume=0.0]
Deal [id=3288616, userName= alexpro, direction=Long, asset=GBPUSD, volume=1498000.0, pNl=null, openDate=Fri Apr 17 08:30:17 IDT 2015, closeDate=Fri Apr 17 08:31:23 IDT 2015, lockedVolume=0.0]
Deal [id=3291103, userName= alexpro, direction=Long, asset=OILUSD, volume=279450.0, pNl=null, openDate=Fri Apr 17 15:41:59 IDT 2015, closeDate=Fri Apr 17 19:33:23 IDT 2015, lockedVolume=0.0]
Deal [id=3292633, userName= alexpro, direction=Long, asset=USDJPY, volume=500000.0, pNl=null, openDate=Mon Apr 20 08:39:18 IDT 2015, closeDate=Mon Apr 20 10:36:12 IDT 2015, lockedVolume=0.0]
Deal [id=3295302, userName= alexpro, direction=Short, asset=OILUSD, volume=578200.0, pNl=null, openDate=Mon Apr 20 22:26:22 IDT 2015, closeDate=Wed May 13 00:33:39 IDT 2015, lockedVolume=0.0]
Deal [id=3295303, userName= alexpro, direction=Short, asset=OILUSD, volume=86730.0, pNl=null, openDate=Mon Apr 20 22:27:21 IDT 2015, closeDate=Wed May 13 00:00:52 IDT 2015, lockedVolume=0.0]
Deal [id=3295304, userName= alexpro, direction=Long, asset=OILUSD, volume=665045.0, pNl=null, openDate=Mon Apr 20 22:34:00 IDT 2015, closeDate=Fri Apr 24 07:24:36 IDT 2015, lockedVolume=0.0]
Deal [id=3295528, userName= alexpro, direction=Short, asset=USDCAD, volume=150000.0, pNl=null, openDate=Tue Apr 21 05:12:42 IDT 2015, closeDate=Tue Apr 21 06:33:17 IDT 2015, lockedVolume=0.0]
Deal [id=3296060, userName= alexpro, direction=Short, asset=EURJPY, volume=426840.0, pNl=null, openDate=Tue Apr 21 07:15:39 IDT 2015, closeDate=Tue Apr 28 14:22:41 IDT 2015, lockedVolume=0.0]
Deal [id=3296516, userName= alexpro, direction=Short, asset=EURUSD, volume=1067100.0, pNl=null, openDate=Tue Apr 21 09:03:14 IDT 2015, closeDate=Wed May 13 00:00:56 IDT 2015, lockedVolume=0.0]
Deal [id=3298780, userName= alexpro, direction=Long, asset=GBPUSD, volume=1497000.0, pNl=null, openDate=Tue Apr 21 16:32:02 IDT 2015, closeDate=Wed Apr 22 04:32:53 IDT 2015, lockedVolume=0.0]
Deal [id=3299124, userName= alexpro, direction=Long, asset=XAUUSD, volume=1202550.0, pNl=null, openDate=Tue Apr 21 18:57:14 IDT 2015, closeDate=Tue Apr 21 19:00:16 IDT 2015, lockedVolume=0.0]
Deal [id=3299194, userName= alexpro, direction=Long, asset=XAUUSD, volume=1201230.0, pNl=null, openDate=Tue Apr 21 19:47:47 IDT 2015, closeDate=Tue Apr 21 19:57:11 IDT 2015, lockedVolume=0.0]
Deal [id=3299229, userName= alexpro, direction=Long, asset=XAUUSD, volume=1202730.0, pNl=null, openDate=Tue Apr 21 20:21:35 IDT 2015, closeDate=Tue Apr 21 20:27:01 IDT 2015, lockedVolume=0.0]
Deal [id=3300136, userName= alexpro, direction=Long, asset=USDJPY, volume=1000000.0, pNl=null, openDate=Wed Apr 22 07:30:48 IDT 2015, closeDate=Wed Apr 22 13:25:55 IDT 2015, lockedVolume=0.0]
Deal [id=3300457, userName= alexpro, direction=Long, asset=GBPUSD, volume=1495950.0, pNl=null, openDate=Wed Apr 22 08:30:07 IDT 2015, closeDate=Wed Apr 22 08:31:52 IDT 2015, lockedVolume=0.0]
Deal [id=3301504, userName= alexpro, direction=Long, asset=EURGBP, volume=1077350.0, pNl=null, openDate=Wed Apr 22 11:17:33 IDT 2015, closeDate=Wed Apr 22 11:17:47 IDT 2015, lockedVolume=0.0]
Deal [id=3302772, userName= alexpro, direction=Long, asset=OILUSD, volume=561700.0, pNl=null, openDate=Wed Apr 22 14:29:58 IDT 2015, closeDate=Wed Apr 22 14:30:56 IDT 2015, lockedVolume=0.0]
Deal [id=3304284, userName= alexpro, direction=Short, asset=XAUUSD, volume=1185790.0, pNl=null, openDate=Thu Apr 23 07:14:42 IDT 2015, closeDate=Thu Apr 23 07:16:00 IDT 2015, lockedVolume=0.0]
Deal [id=3304858, userName= alexpro, direction=Short, asset=GBPUSD, volume=1497950.0, pNl=null, openDate=Thu Apr 23 08:30:31 IDT 2015, closeDate=Thu Apr 23 08:35:26 IDT 2015, lockedVolume=0.0]
Deal [id=3305269, userName= alexpro, direction=Short, asset=GBPUSD, volume=224850.0, pNl=null, openDate=Thu Apr 23 09:38:37 IDT 2015, closeDate=Thu May 14 00:00:12 IDT 2015, lockedVolume=0.0]
Deal [id=3309035, userName= alexpro, direction=Long, asset=EURUSD, volume=1633050.0, pNl=null, openDate=Fri Apr 24 07:30:34 IDT 2015, closeDate=Mon Apr 27 15:11:09 IDT 2015, lockedVolume=0.0]
Deal [id=3311541, userName= alexpro, direction=Long, asset=OILUSD, volume=652740.0, pNl=null, openDate=Fri Apr 24 15:09:30 IDT 2015, closeDate=Fri Apr 24 19:07:51 IDT 2015, lockedVolume=0.0]
Deal [id=3311942, userName= alexpro, direction=Long, asset=OILUSD, volume=661468.5, pNl=null, openDate=Fri Apr 24 19:26:35 IDT 2015, closeDate=Tue Apr 28 14:22:33 IDT 2015, lockedVolume=0.0]
Deal [id=3312044, userName= alexpro, direction=Short, asset=EURCAD, volume=1086650.0, pNl=null, openDate=Sun Apr 26 22:16:51 IDT 2015, closeDate=Mon Apr 27 00:54:43 IDT 2015, lockedVolume=0.0]
Deal [id=3316940, userName= alexpro, direction=Short, asset=GBPUSD, volume=1518150.0, pNl=null, openDate=Tue Apr 28 08:30:09 IDT 2015, closeDate=Tue Apr 28 08:55:02 IDT 2015, lockedVolume=0.0]
Deal [id=3317846, userName= alexpro, direction=Long, asset=EURUSD, volume=1092450.0, pNl=null, openDate=Tue Apr 28 10:08:12 IDT 2015, closeDate=Tue Apr 28 11:03:14 IDT 2015, lockedVolume=0.0]
Deal [id=3319448, userName= alexpro, direction=Long, asset=OILUSD, volume=662400.0, pNl=null, openDate=Tue Apr 28 14:24:29 IDT 2015, closeDate=Wed Apr 29 16:12:15 IDT 2015, lockedVolume=0.0]
Deal [id=3319457, userName= alexpro, direction=Long, asset=EURUSD, volume=1646625.0, pNl=null, openDate=Tue Apr 28 14:25:04 IDT 2015, closeDate=Tue May 19 00:40:38 IDT 2015, lockedVolume=0.0]
Deal [id=3324983, userName= alexpro, direction=Long, asset=OILUSD, volume=587800.0, pNl=null, openDate=Wed Apr 29 16:19:05 IDT 2015, closeDate=Wed Apr 29 16:20:38 IDT 2015, lockedVolume=0.0]
Deal [id=3324984, userName= alexpro, direction=Long, asset=OILUSD, volume=676085.0, pNl=null, openDate=Wed Apr 29 16:19:40 IDT 2015, closeDate=Mon May 18 20:01:04 IDT 2015, lockedVolume=0.0]
Deal [id=3324985, userName= alexpro, direction=Long, asset=GBPUSD, volume=232245.0, pNl=null, openDate=Wed Apr 29 16:19:57 IDT 2015, closeDate=Wed May 13 18:08:56 IDT 2015, lockedVolume=0.0]
Deal [id=3348362, userName= alexpro, direction=Short, asset=EURUSD, volume=567050.0, pNl=null, openDate=Thu May 07 06:57:47 IDT 2015, closeDate=Tue May 19 00:40:43 IDT 2015, lockedVolume=0.0]
Deal [id=3348813, userName= alexpro, direction=Short, asset=GBPUSD, volume=303770.0, pNl=null, openDate=Thu May 07 08:20:38 IDT 2015, closeDate=Thu May 07 09:38:35 IDT 2015, lockedVolume=0.0]
Deal [id=3349280, userName= alexpro, direction=Long, asset=GBPUSD, volume=304860.0, pNl=null, openDate=Thu May 07 09:38:58 IDT 2015, closeDate=Thu May 07 09:40:51 IDT 2015, lockedVolume=0.0]
Deal [id=3349476, userName= alexpro, direction=Short, asset=GBPUSD, volume=304320.0, pNl=null, openDate=Thu May 07 10:21:07 IDT 2015, closeDate=Thu May 07 10:37:11 IDT 2015, lockedVolume=0.0]
Deal [id=3349607, userName= alexpro, direction=Short, asset=EURUSD, volume=226670.0, pNl=null, openDate=Thu May 07 10:42:20 IDT 2015, closeDate=Thu May 07 10:48:35 IDT 2015, lockedVolume=0.0]
Deal [id=3354541, userName= alexpro, direction=Short, asset=USDJPY, volume=1000000.0, pNl=null, openDate=Fri May 08 00:30:12 IDT 2015, closeDate=Fri May 08 00:34:58 IDT 2015, lockedVolume=0.0]
Deal [id=3361319, userName= alexpro, direction=Short, asset=USDSEK, volume=1000000.0, pNl=null, openDate=Tue May 12 07:29:19 IDT 2015, closeDate=Tue May 12 07:30:02 IDT 2015, lockedVolume=0.0]
Deal [id=3361667, userName= alexpro, direction=Long, asset=GBPJPY, volume=1557600.0, pNl=null, openDate=Tue May 12 08:30:01 IDT 2015, closeDate=Tue May 12 08:36:12 IDT 2015, lockedVolume=0.0]
Deal [id=3367494, userName= alexpro, direction=Short, asset=USDJPY, volume=1000000.0, pNl=null, openDate=Wed May 13 00:30:28 IDT 2015, closeDate=Wed May 13 00:32:34 IDT 2015, lockedVolume=0.0]
Deal [id=3365574, userName= alexpro, direction=Short, asset=OILUSD, volume=613700.0, pNl=null, openDate=Wed May 13 07:25:58 IDT 2015, closeDate=Mon May 18 20:02:00 IDT 2015, lockedVolume=0.0]
