Is Online,Deal ID,Username,Symbol,Long/Short,Buy Amount,Buy Currency,Sell Amount,Sell Currency,Open Date,Open Rate,Open Reason,Close Rate,Close Date,Close Reason,PaL (ABC),PaL Pips,SL Rate,SL Amount,TP Rate,TP Amount,Open Freeze Status,FREEZE_CLOSE,Business Unit,User Group,Volume,Volume (ABC),ABC,Account ID,User Group Type,User Type,Margin Amount (PBC),Margin Amount (BC),Margin Amount (ABC),SL Amount (NBC),SL Amount (ABC),PaL,Desk,Rolling Commission (ABC),Rolling Commission,Handling Commission,Handling Commission (ABC),Order Rate,Eligibility Status,Is Eligible,Affiliate Name,STP Provider,Retention Manager,Tags,TradingSystem,Ext Deal ID,Post Balance (ABC),Deal Duration(Hours),,,
NO,3225591, alexpro,EURUSD,Short,54372.5,USD,50000,EUR,03/30/2015 06:19:41 GMT,1.08745,Opened By User - Signal,1.085,03/30/2015 07:02:44 GMT,TP Reached,122.5,24.5,1.092,0,1.085,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),54377.5,54377.5,USD, 920486,Standard,Trader,275.56,250,275.56,,,122.5,Anton MacCane,,,0,0,,Eligible, MED_FXP,,Alexander Galich,,PX,,19654.71,0.72,,,,
NO,3226408, alexpro,EURUSD,Short,542350,USD,500000,EUR,03/30/2015 08:21:08 GMT,1.0847,Opened By Dealer,1.0797,03/31/2015 04:00:14 GMT,TP Amount Reached,2500,50,,5000,,2500,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),542400,542400,USD, 920486,Standard,Trader,2755.63,2500,2755.63,,5000,2500,Anton MacCane,27.07,27.07,0,0,,Eligible, MED_FXP,,Alexander Galich,,PX,,22574.95,19.65,,,,
NO,3226065, alexpro,EURJPY,Long,100000,EUR,12961000,JPY,03/30/2015 07:35:01 GMT,129.61,Opened By User,129.935,03/30/2015 08:31:46 GMT,Closed By User,271.39,32.5,,0,,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),108320,108320,USD, 920486,Standard,Trader,551.13,500,551.13,,,271.39,Anton MacCane,,,0,0,,Eligible, MED_FXP,,Alexander Galich,,PX,,19545.62,0.95,,,,
NO,3231815, alexpro,USDJPY,Long,100000,USD,12004000,JPY,03/31/2015 09:58:22 GMT,120.04,Opened By User,119.741,04/01/2015 00:57:17 GMT,SL Amount Reached,-250,-29.9,,250,,200,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),100000,100000,USD, 920486,Standard,Trader,500,500,500,,250,-250,Anton MacCane,5,5,0,0,,Eligible, MED_FXP,,Alexander Galich,,PX,,23867.41,14.98,,,,
NO,3230614, alexpro,GBPUSD,Short,73845,USD,50000,GBP,03/31/2015 07:16:40 GMT,1.4769,Opened By User - Signal,1.481,03/31/2015 11:02:12 GMT,SL Reached,-205,-41,1.481,0,1.474,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),73855,73855,USD, 920486,Standard,Trader,355.94,250,355.94,,,-205,Anton MacCane,,,0,0,,Eligible, MED_FXP,,Alexander Galich,,PX,,23152.67,3.76,,,,
NO,3230863, alexpro,EURJPY,Short,12930500,JPY,100000,EUR,03/31/2015 07:51:55 GMT,129.305,Opened By User - Signal,129.2,03/31/2015 07:57:08 GMT,TP Reached,87.33,10.5,129.9,0,129.2,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),107575,107575,USD, 920486,Standard,Trader,551.13,500,551.13,,,87.33,Anton MacCane,,,0,0,,Eligible, MED_FXP,,Alexander Galich,,PX,,23357.67,0.09,,,,
NO,3232341, alexpro,EURNZD,Short,287320,NZD,200000,EUR,03/31/2015 11:51:55 GMT,1.4366,Opened By User - Signal,1.44,03/31/2015 12:17:15 GMT,SL Reached,-508.65,-34,1.44,0,1.434,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),214920,214920,USD, 920486,Standard,Trader,1102.25,1000,1102.25,,,-508.65,Anton MacCane,,,0,0,,Eligible, MED_FXP,,Alexander Galich,,PX,,22644.02,0.42,,,,
NO,3798822, alexpro,EURUSD,Short,5682200,USD,5000000,EUR,10/13/2015 14:03:02 GMT,1.13644,Opened By User,1.13635,10/13/2015 14:06:08 GMT,Closed By User,450,0.9,,0,,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),5682900,5682900,USD, 920486,Standard,Trader,27556.25,25000,27556.25,,,450,Anton MacCane,,,0,0,,Eligible, MED_FXP,,Alexander Galich,,PX,,202165.58,0.05,,,,
NO,3804238, alexpro,EURUSD,Short,5722150,USD,5000000,EUR,10/14/2015 17:04:47 GMT,1.14443,Opened By User,1.14439,10/15/2015 07:30:18 GMT,TP Amount Reached,200,0.4,,0,,200,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),5722650,5722650,USD, 920486,Standard,Trader,27556.25,25000,27556.25,,,200,Anton MacCane,0,0,0,0,,Eligible, MED_FXP,,Alexander Galich,,PX,,206515.58,14.43,,,,
NO,3801318, alexpro,GBPUSD,Short,7653350,USD,5000000,GBP,10/14/2015 07:57:03 GMT,1.53067,Opened By User,1.53061,10/14/2015 08:29:47 GMT,TP Amount Reached,300,0.6,,0,,300,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),7654600,7654600,USD, 920486,Standard,Trader,35594,25000,35594,,,300,Anton MacCane,,,0,0,,Eligible, MED_FXP,,Alexander Galich,,PX,,206315.58,0.55,,,,
NO,3798026, alexpro,XAUUSD,Long,5000,XAU,5782550,USD,10/13/2015 11:49:32 GMT,1156.51,Opened By User,1156.55,10/13/2015 12:00:13 GMT,Closed By User,200,4,,0,,1700,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),5781400,5781400,USD, 920486,Standard,Trader,31733.5,25,31733.5,,,200,Anton MacCane,,,0,0,,Eligible, MED_FXP,,Alexander Galich,,PX,,201715.58,0.18,,,,
NO,3797472, alexpro,XAUUSD,Short,5772050,USD,5000,XAU,10/13/2015 09:34:56 GMT,1154.41,Opened By User,1154.32,10/13/2015 10:57:23 GMT,TP Amount Reached,450,9,,0,,450,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),5773300,5773300,USD, 920486,Standard,Trader,31733.5,25,31733.5,,,450,Anton MacCane,,,0,0,,Eligible, MED_FXP,,Alexander Galich,,PX,,201515.58,1.37,,,,
NO,3794425, alexpro,GBPUSD,Short,7682550,USD,5000000,GBP,10/12/2015 13:04:44 GMT,1.53651,Opened By User,1.5364,10/12/2015 13:15:48 GMT,Closed By User,550,1.1,,0,,2222,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),7683700,7683700,USD, 920486,Standard,Trader,35594,25000,35594,,,550,Anton MacCane,,,0,0,,Eligible, MED_FXP,,Alexander Galich,,PX,,200615.58,0.18,,,,
NO,3799474, alexpro,EURUSD,Short,5693550,USD,5000000,EUR,10/13/2015 16:33:28 GMT,1.13871,Opened By User,1.1384,10/13/2015 16:37:43 GMT,Closed By User,1550,3.1,,0,,2500,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),5694100,5694100,USD, 920486,Standard,Trader,27556.25,25000,27556.25,,,1550,Anton MacCane,,,0,0,,Eligible, MED_FXP,,Alexander Galich,,PX,,203715.58,0.07,,,,
NO,3799493, alexpro,EURUSD,Short,5691500,USD,5000000,EUR,10/13/2015 16:47:19 GMT,1.1383,Opened By User,1.13794,10/13/2015 17:55:24 GMT,TP Amount Reached,1800,3.6,,0,,1800,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),5692000,5692000,USD, 920486,Standard,Trader,27556.25,25000,27556.25,,,1800,Anton MacCane,,,0,0,,Eligible, MED_FXP,,Alexander Galich,,PX,,205515.58,1.13,,,,
NO,3794511, alexpro,GBPUSD,Short,7683800,USD,5000000,GBP,10/12/2015 13:17:30 GMT,1.53676,Opened By User,1.53667,10/12/2015 13:25:29 GMT,Closed By User,450,0.9,,0,,1300,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),7684550,7684550,USD, 920486,Standard,Trader,35594,25000,35594,,,450,Anton MacCane,,,0,0,,Eligible, MED_FXP,,Alexander Galich,,PX,,201065.58,0.13,,,,
NO,3799708, alexpro,EURGBP,Short,3730800,GBP,5000000,EUR,10/13/2015 18:54:02 GMT,0.74616,Opened By User,0.74609,10/13/2015 20:06:08 GMT,TP Amount Reached,500,0.7,,0,,500,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),5691450,5691450,USD, 920486,Standard,Trader,27556.25,25000,27556.25,,,500,Anton MacCane,,,0,0,,Eligible, MED_FXP,,Alexander Galich,,PX,,206015.58,1.2,,,,
NO,4026379, alexpro,EURUSD,Long,500000,EUR,546760,USD,12/29/2015 15:04:58 GMT,1.09352,Opened By User,1.095,01/10/2016 23:03:20 GMT,TP Reached,740,14.8,,0,1.095,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),546720,546720,USD, 920486,Standard,Trader,2755.63,2500,2755.63,,,740,Anton MacCane,217.15,217.15,0,0,,Eligible, MED_FXP,,Alexander Galich,,PX,,72140.33,295.97,,,,
NO,4025490, alexpro,GBPUSD,Long,100000,GBP,148320,USD,12/29/2015 12:07:19 GMT,1.4832,Opened By User,1.4249,01/19/2016 00:00:25 GMT,Expiration,-5830,-583,,0,1.487,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),148295,148295,USD, 920486,Standard,Trader,711.88,500,711.88,,,-5830,Anton MacCane,102.18,102.18,0,0,,Eligible, MED_FXP,,Alexander Galich,,PX,,66166.4,491.89,,,,
NO,4025637, alexpro,GBPUSD,Long,150000,GBP,222184.5,USD,12/29/2015 12:52:35 GMT,1.48123,Limit Captured,1.4249,01/19/2016 00:00:25 GMT,Expiration,-8449.5,-563.3,,0,1.487,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),222142.5,222142.5,USD, 920486,Standard,Trader,1067.82,750,1067.82,,,-8449.5,Anton MacCane,153.26,153.26,0,0,1.48123,Eligible, MED_FXP,,Alexander Galich,,PX,,57716.9,491.13,,,,
NO,4180944, alexpro,GBPUSD,Long,500000,GBP,721710,USD,02/15/2016 17:05:57 GMT,1.44342,Opened By User,1.4434,02/15/2016 17:47:19 GMT,Closed By User,-10,-0.2,,0,,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),721710,721710,USD, 920486,Standard,Trader,3559.4,2500,3559.4,,,-10,Anton MacCane,,,0,0,1.4434,Eligible, MED_FXP,,Alexander Galich,,MT4,7715236,64614.67,0.69,,,,
NO,4189613, alexpro,GBPUSD,Long,500000,GBP,714070,USD,02/18/2016 08:32:56 GMT,1.42814,Opened By User,1.42832,02/18/2016 08:42:19 GMT,Closed By User,90,1.8,,0,,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),714070,714070,USD, 920486,Standard,Trader,3559.4,2500,3559.4,,,90,Anton MacCane,,,0,0,1.4281,Eligible, MED_FXP,,Alexander Galich,,MT4,7731442,68821.5,0.16,,,,
NO,4187902, alexpro,EURUSD,Long,500000,EUR,555920,USD,02/17/2016 15:29:39 GMT,1.11184,Opened By User,1.11305,02/17/2016 15:36:23 GMT,Closed By User,605,12.1,,0,,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),555920,555920,USD, 920486,Standard,Trader,2755.63,2500,2755.63,,,605,Anton MacCane,,,0,0,1.1118,Eligible, MED_FXP,,Alexander Galich,,MT4,7727645,67280.99,0.11,,,,
NO,4189409, alexpro,CACEUR,Short,212200,EUR,50,CAC,02/18/2016 07:35:40 GMT,4244,Opened By User,4242.9,02/18/2016 08:22:25 GMT,Closed By User,61.23,110,,0,,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),230772.28,230772.28,USD, 920486,Standard,Trader,1226.12,0.25,1226.12,,,61.23,Anton MacCane,,,0,0,4244,Eligible, MED_FXP,,Alexander Galich,,MT4,7731247,68626.5,0.78,,,,
NO,4193756, alexpro,CACEUR,Short,210400,EUR,50,CAC,02/19/2016 11:38:39 GMT,4208,Opened By User,4205.4,02/19/2016 11:46:11 GMT,Closed By User,144.31,260,,0,,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),235605.12,235605.12,USD, 920486,Standard,Trader,1226.12,0.25,1226.12,,,144.31,Anton MacCane,,,0,0,4208,Eligible, MED_FXP,,Alexander Galich,,MT4,7738574,71142.95,0.13,,,,
NO,4183952, alexpro,USDCHF,Long,500000,USD,492525,CHF,02/16/2016 14:29:41 GMT,0.98505,Opened By User,0.98524,02/16/2016 14:31:45 GMT,Closed By User,96.42,1.9,,0,,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),500000,500000,USD, 920486,Standard,Trader,2500,2500,2500,,,96.42,Anton MacCane,,,0,0,0.985,Eligible, MED_FXP,,Alexander Galich,,MT4,7719635,65586.38,0.03,,,,
NO,4184712, alexpro,CACEUR,Short,205565,EUR,50,CAC,02/16/2016 16:35:50 GMT,4111.3,Opened By User,4107.6,02/17/2016 07:08:01 GMT,Closed By User,206.69,370,,0,4007.32,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),230772.28,230772.28,USD, 920486,Standard,Trader,1226.12,0.25,1226.12,,,206.69,Anton MacCane,0,0,0,0,4111.11,Eligible, MED_FXP,,Alexander Galich,,MT4,7721713,66265.99,14.54,,,,
NO,4183935, alexpro,EURGBP,Short,389695,GBP,500000,EUR,02/16/2016 14:26:22 GMT,0.77939,Opened By User,0.77864,02/16/2016 15:28:36 GMT,Closed By User,536.52,7.5,,0,,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),558755,558755,USD, 920486,Standard,Trader,2755.63,2500,2755.63,,,536.52,Anton MacCane,,,0,0,0.77945,Eligible, MED_FXP,,Alexander Galich,,MT4,7720603,66122.9,1.04,,,,
NO,4195123, alexpro,NSQUSD,Long,50,NSQ,208320,USD,02/19/2016 16:56:04 GMT,4166.4,Opened By User,4194.2,02/22/2016 07:23:11 GMT,Closed By User,1390,2780,,0,,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),208320,208320,USD, 920486,Standard,Trader,1082.22,0.25,1082.22,,,1390,Anton MacCane,10.38,10.38,0,0,4167,Eligible, MED_FXP,,Alexander Galich,,MT4,7740431,73749.76,62.45,,,,
NO,4191368, alexpro,USDJPY,Long,500000,USD,56801000,JPY,02/18/2016 16:00:05 GMT,113.602,Opened By User,113.638,02/18/2016 17:01:56 GMT,Closed By User,158.4,3.6,,0,,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),500000,500000,USD, 920486,Standard,Trader,2500,2500,2500,,,158.4,Anton MacCane,,,0,0,113.6,Eligible, MED_FXP,,Alexander Galich,,MT4,7733152,70865.49,1.03,,,,
NO,4180431, alexpro,EURUSD,Long,500000,EUR,558015,USD,02/15/2016 14:48:22 GMT,1.11603,Opened By User,1.1171,02/15/2016 23:56:15 GMT,TP Reached,535,10.7,,0,1.1171,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),558015,558015,USD, 920486,Standard,Trader,2755.63,2500,2755.63,,,535,Anton MacCane,,,0,0,1.11601,Eligible, MED_FXP,,Alexander Galich,,MT4,7713858,65149.67,9.13,,,,
NO,4156670, alexpro,EURUSD,Short,556475,USD,500000,EUR,02/08/2016 14:48:59 GMT,1.11295,Opened By User,1.11286,02/17/2016 10:35:12 GMT,Closed By User,45,0.9,,0,1.109,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),556475,556475,USD, 920486,Standard,Trader,2755.63,2500,2755.63,,,45,Anton MacCane,196.53,196.53,0,0,1.113,Eligible, MED_FXP,,Alexander Galich,,MT4,7677214,66310.99,211.77,,,,
NO,4193953, alexpro,OILUSD,Short,162525,USD,5000,OIL,02/19/2016 12:25:40 GMT,32.51,Opened By User,32.36,02/19/2016 13:41:40 GMT,Closed By User,745,14.9,,0,,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),162525,162525,USD, 920486,Standard,Trader,891.5,25,891.5,,,745,Anton MacCane,,,0,0,32.5,Eligible, MED_FXP,,Alexander Galich,,MT4,7738795,72062.95,1.27,,,,
NO,4197885, alexpro,AUDUSD,Short,359720,USD,500000,AUD,02/22/2016 13:05:46 GMT,0.71944,Opened By User,0.71888,02/23/2016 22:44:47 GMT,TP Reached,280,5.6,,0,0.71888,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),359720,359720,USD, 920486,Standard,Trader,1857.3,2500,1857.3,,,280,Anton MacCane,18.09,18.09,0,0,0.7195,Eligible, MED_FXP,,Alexander Galich,,MT4,7744197,73983.1,33.65,,,,
NO,4189609, alexpro,USDJPY,Long,500000,USD,56870000,JPY,02/18/2016 08:32:38 GMT,113.74,Opened By User,113.911,02/18/2016 10:35:59 GMT,Closed By User,750.59,17.1,,0,114.2,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),500000,500000,USD, 920486,Standard,Trader,2500,2500,2500,,,750.59,Anton MacCane,,,0,0,113.736,Eligible, MED_FXP,,Alexander Galich,,MT4,7731110,70137.09,2.06,,,,
NO,4183937, alexpro,GBPUSD,Long,500000,GBP,716695,USD,02/16/2016 14:26:39 GMT,1.43339,Opened By User,1.4337,02/18/2016 11:00:34 GMT,Closed By User,155,3.1,,0,1.44,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),716695,716695,USD, 920486,Standard,Trader,3559.4,2500,3559.4,,,155,Anton MacCane,71.48,71.48,0,0,1.43335,Eligible, MED_FXP,,Alexander Galich,,MT4,7720678,70292.09,44.57,,,,
NO,4189421, alexpro,EURUSD,Long,500000,EUR,556825,USD,02/18/2016 07:41:22 GMT,1.11365,Opened By User,1.11374,02/18/2016 07:43:54 GMT,Closed By User,45,0.9,,0,,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),556825,556825,USD, 920486,Standard,Trader,2755.63,2500,2755.63,,,45,Anton MacCane,,,0,0,1.1136,Eligible, MED_FXP,,Alexander Galich,,MT4,7731153,67335.27,0.04,,,,
NO,3185714, alexpro,EURGBP,Short,7189,GBP,10000,EUR,03/18/2015 08:47:53 GMT,0.7189,Opened By User,0.71938,03/18/2015 09:21:54 GMT,SL Amount Reached,-7,-4.8,,7,0.71579,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),10608.5,10608.5,USD, 920486,Standard,Trader,55.11,50,55.11,,7,-7,Anton MacCane,,,0,0,,Eligible, MED_FXP,,Alexander Galich,,PX,,1886.33,0.57,,,,
NO,3259597, alexpro,EURUSD,Short,215500,USD,200000,EUR,04/08/2015 18:37:35 GMT,1.0775,Limit Captured,1.07568,04/09/2015 05:46:26 GMT,TP Amount Reached,365,18.2,,0,,365,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),215510,215510,USD, 920486,Standard,Trader,1102.25,1000,1102.25,,,365,Anton MacCane,10.79,10.79,0,0,1.0775,Eligible, MED_FXP,,Alexander Galich,,PX,,63541.11,11.15,,,,
NO,3252323, alexpro,GBPUSD,Short,222855,USD,150000,GBP,04/07/2015 08:38:14 GMT,1.4857,Limit Captured,1.48237,04/07/2015 18:10:41 GMT,TP Amount Reached,500,33.3,1.4931,0,,500,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),222855,222855,USD, 920486,Standard,Trader,1067.82,750,1067.82,,,500,Anton MacCane,,,0,0,1.4857,Eligible, MED_FXP,,Alexander Galich,,PX,,53895.07,9.54,,,,
NO,3243268, alexpro,USDCAD,Long,150000,USD,188550,CAD,04/02/2015 18:14:17 GMT,1.257,Limit Captured,1.2507,04/03/2015 12:30:13 GMT,SL Reached,-755.46,-63,1.2507,0,1.263,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),150000,150000,USD, 920486,Standard,Trader,750,750,750,,,-755.46,Anton MacCane,7.5,7.5,0,0,1.257,Eligible, MED_FXP,,Alexander Galich,,PX,,46430.01,18.27,,,,
NO,3247978, alexpro,XAUUSD,Short,183000,USD,150,XAU,04/06/2015 07:44:48 GMT,1220,Limit Captured,1214,04/07/2015 00:19:07 GMT,TP Reached,900,600,1226,0,1214,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),183310.5,183310.5,USD, 920486,Standard,Trader,952.01,0.75,952.01,,,900,Anton MacCane,9.11,9.11,0,0,1220,Eligible, MED_FXP,,Alexander Galich,,PX,,51408.75,16.57,,,,
NO,3244644, alexpro,EURUSD,Long,750000,EUR,819000,USD,04/03/2015 12:16:49 GMT,1.092,Limit Captured,1.095,04/03/2015 12:30:47 GMT,TP Reached,2250,30,1.087,0,1.095,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),818962.5,818962.5,USD, 920486,Standard,Trader,4133.44,3750,4133.44,,,2250,Anton MacCane,,,0,0,1.092,Eligible, MED_FXP,,Alexander Galich,,PX,,49930.01,0.23,,,,
NO,3269410, alexpro,EURUSD,Short,316905,USD,300000,EUR,04/13/2015 07:59:38 GMT,1.05635,Opened By User,1.05835,04/13/2015 13:06:56 GMT,SL Amount Reached,-600,-20,,600,1.051,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),316905,316905,USD, 920486,Standard,Trader,1653.38,1500,1653.38,,600,-600,Anton MacCane,,,0,0,,Eligible, MED_FXP,,Alexander Galich,,PX,,66198.86,5.12,,,,
NO,3261688, alexpro,EURGBP,Short,725670,GBP,1000000,EUR,04/09/2015 10:37:51 GMT,0.72567,Opened By Dealer,0.72533,04/09/2015 14:17:52 GMT,TP Amount Reached,500,3.4,,0,,500,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),1074550,1074550,USD, 920486,Standard,Trader,5511.25,5000,5511.25,,,500,Anton MacCane,,,0,0,,Eligible, MED_FXP,,Alexander Galich,,PX,,64641.11,3.67,,,,
NO,3272326, alexpro,OILUSD,Short,78315,USD,1500,OIL,04/13/2015 18:03:25 GMT,52.21,Opened By User,56.31,04/20/2015 20:00:36 GMT,Expiration,-6150,-410,,0,52.09,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),78345,78345,USD, 920486,Standard,Trader,267.45,7.5,267.45,,,-6150,Anton MacCane,20.58,20.58,0,0,,Eligible, MED_FXP,,Alexander Galich,,PX,,130526.21,169.95,,,,
NO,3274971, alexpro,EURUSD,Short,530000,USD,500000,EUR,04/14/2015 12:31:45 GMT,1.06,Limit Captured,1.05925,04/15/2015 09:43:28 GMT,Closed By User,375,7.5,,0,1.055,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),530075,530075,USD, 920486,Standard,Trader,2755.63,2500,2755.63,,,375,Anton MacCane,26.6,26.6,0,0,1.06,Eligible, MED_FXP,,Alexander Galich,,PX,,88647.03,21.2,,,,
NO,3291103, alexpro,OILUSD,Long,5000,OIL,279600,USD,04/17/2015 15:41:59 GMT,55.92,Limit Captured,56.13,04/17/2015 19:33:23 GMT,Closed By User,1050,21,,0,56.28,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),279450,279450,USD, 920486,Standard,Trader,891.5,25,891.5,,,1050,Anton MacCane,,,0,0,55.92,Eligible, MED_FXP,,Alexander Galich,,PX,,132022.09,3.86,,,,
NO,3273797, alexpro,GBPUSD,Long,500000,GBP,733000,USD,04/14/2015 08:29:45 GMT,1.466,Limit Captured,1.4659,04/14/2015 08:30:08 GMT,Closed By Dealer,-50,-1,,0,,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),732950,732950,USD, 920486,Standard,Trader,3559.4,2500,3559.4,,,-50,Anton MacCane,,,0,0,1.466,Eligible, MED_FXP,,Alexander Galich,,PX,,68228.33,0.01,,,,
NO,3272177, alexpro,EURJPY,Short,76326000,JPY,600000,EUR,04/13/2015 17:04:03 GMT,127.21,Opened By User,127,04/13/2015 17:33:48 GMT,Closed By User,1048.91,21,,0,126.95,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),634890,634890,USD, 920486,Standard,Trader,3306.75,3000,3306.75,,,1048.91,Anton MacCane,,,0,0,,Eligible, MED_FXP,,Alexander Galich,,PX,,68102.77,0.5,,,,
NO,3269549, alexpro,EURAUD,Short,348725,AUD,250000,EUR,04/13/2015 08:18:40 GMT,1.3949,Opened By User,1.3913,04/13/2015 10:21:24 GMT,Closed By User,681.8,36,,0,,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),264275,264275,USD, 920486,Standard,Trader,1377.81,1250,1377.81,,,681.8,Anton MacCane,,,0,0,,Eligible, MED_FXP,,Alexander Galich,,PX,,66466.07,2.05,,,,
NO,3265429, alexpro,EURJPY,Short,51118000,JPY,400000,EUR,04/10/2015 07:51:59 GMT,127.795,Opened By User,127.6,04/10/2015 08:57:35 GMT,Closed By User,648.38,19.5,,0,,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),424320,424320,USD, 920486,Standard,Trader,2204.5,2000,2204.5,,,648.38,Anton MacCane,,,0,0,,Eligible, MED_FXP,,Alexander Galich,,PX,,65208.4,1.09,,,,
NO,3240299, alexpro,GBPUSD,Long,250000,GBP,371287.5,USD,04/02/2015 08:19:14 GMT,1.48515,Opened By User,1.48715,04/03/2015 12:30:42 GMT,TP Amount Reached,500,20,,0,,500,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),371250,371250,USD, 920486,Standard,Trader,1779.7,1250,1779.7,,,500,Anton MacCane,18.53,18.53,0,0,,Eligible, MED_FXP,,Alexander Galich,,PX,,46930.01,28.19,,,,
NO,3257603, alexpro,EURJPY,Long,200000,EUR,25996000,JPY,04/08/2015 14:03:47 GMT,129.98,Opened By User,129.98,04/24/2015 08:25:25 GMT,TP Reached,0,0,,0,129.98,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),216910,216910,USD, 920486,Standard,Trader,1102.25,1000,1102.25,,,0,Anton MacCane,128.56,128.56,0,0,,Eligible, MED_FXP,,Alexander Galich,,PX,,160557.13,378.36,,,,
NO,3240264, alexpro,AUDUSD,Long,250000,AUD,189862.5,USD,04/02/2015 08:09:52 GMT,0.75945,Opened By User,0.76145,04/03/2015 11:48:40 GMT,TP Amount Reached,500,20,,0,,500,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),189825,189825,USD, 920486,Standard,Trader,928.65,1250,928.65,,,500,Anton MacCane,9.47,9.47,0,0,,Eligible, MED_FXP,,Alexander Galich,,PX,,46585.47,27.65,,,,
NO,3235115, alexpro,GBPUSD,Long,200000,GBP,297030,USD,04/01/2015 06:57:38 GMT,1.48515,Opened By User - Signal,1.48,04/01/2015 08:38:40 GMT,SL Reached,-1030,-51.5,1.48,0,1.4875,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),297000,297000,USD, 920486,Standard,Trader,1423.76,1000,1423.76,,,-1030,Anton MacCane,,,0,0,,Eligible, MED_FXP,,Alexander Galich,,PX,,22787.41,1.68,,,,
NO,3269405, alexpro,EURJPY,Short,63710000,JPY,500000,EUR,04/13/2015 07:59:04 GMT,127.42,Opened By User,127.662,04/13/2015 09:05:38 GMT,SL Amount Reached,-1000,-24.2,,1000,,0,Inactive,Inactive,MaxiForex_MT,MT4 (MaxiForex_MT),528225,528225,USD, 920486,Standard,Trader,2755.63,2500,2755.63,,1000,-1000,Anton MacCane,,,0,0,,Eligible, MED_FXP,,Alexander Galich,,PX,,65784.27,1.11,,,,
